tapInTime,tapOutTime,tapInStops,tapOutStops,corridorID,corridorName,direction,jenis_kendaraan,durasi_perjalanan
2023-04-03 06:33:49,2023-04-03 07:17:09,B02298P,B05219P,JAK46,Pasar Minggu - Jagakarsa,0.0,Mikrotrans,43
2023-04-03 06:04:00,2023-04-03 06:57:30,B05904P,B00053P,S21,Ciputat - CSW,0.0,Transjabodetabek,54
2023-04-03 05:56:24,2023-04-03 06:35:01,P00193,P00189,4,Pulo Gadung 2 - Tosari,0.0,Reguler BRT,39
2023-04-03 05:17:26,2023-04-03 06:08:36,P00131,P00008,M12,Sunter Boulevard Barat - Penjaringan,0.0,Reguler BRT,51
2023-04-03 05:14:22,2023-04-03 05:58:50,B03312P,B00360P,1N,Tanah Abang - Blok M,0.0,Non reguler BRT,44
2023-04-03 05:02:17,2023-04-03 05:26:52,B00611P,B00221P,D32,Cinere - Bundaran Senayan,0.0,Royal transjakarta,25
2023-04-03 06:01:47,2023-04-03 06:24:23,P00010,P00137,M7,Kampung Rambutan - Monas,0.0,Reguler BRT,23
2023-04-03 05:39:11,2023-04-03 06:12:30,B02232P,B00615P,JAK27,Pulo Gebang - Rorotan,0.0,Mikrotrans,33
2023-04-03 06:12:48,2023-04-03 07:08:32,B04417P,B03014P,JAK18,Kalibata - Kuningan,0.0,Mikrotrans,56
2023-04-03 05:44:05,2023-04-03 06:36:35,P00106,P00259,13,Ciledug - Tendean,0.0,Reguler BRT,52
2023-04-03 06:06:35,2023-04-03 06:56:04,B04552P,B04932P,JAK51,Taman Kota - Budi Luhur,0.0,Mikrotrans,49
2023-04-03 06:13:26,2023-04-03 06:42:26,P00028,B03298P,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Tidak Diketahui,29
2023-04-03 06:27:04,2023-04-03 07:13:02,B00115P,B05695P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Mikrotrans,46
2023-04-03 05:46:27,2023-04-03 06:36:27,B05099P,B06291P,6U,Blok M - Pasar Minggu,0.0,Non reguler BRT,50
2023-04-03 05:56:53,2023-04-03 06:30:02,P00056,B01787P,9D,Pasar Minggu - Tanah Abang,1.0,Non reguler BRT,33
2023-04-03 05:29:24,2023-04-03 05:52:11,B02977P,P00270,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Non reguler BRT,23
2023-04-03 05:05:14,2023-04-03 06:01:31,B00879P,B02798P,JAK51,Taman Kota - Budi Luhur,0.0,Mikrotrans,56
2023-04-03 06:48:25,2023-04-03 07:38:17,B05311P,B01610P,1E,Pondok Labu - Blok M,0.0,Non reguler BRT,50
2023-04-03 05:06:34,2023-04-03 05:59:46,P00232,P00171,10,Tanjung Priok - PGC 2,1.0,Reguler BRT,53
2023-04-03 05:02:44,2023-04-03 06:01:54,B04101P,B05445P,M1H,Tanah Abang - St. Gondangdia,1.0,Tidak Diketahui,59
2023-04-03 06:50:15,2023-04-03 07:45:02,B02079P,B05524P,JAK54,Grogol - Benhil,0.0,Mikrotrans,55
2023-04-03 05:40:31,2023-04-03 06:37:02,P00028,P00157,2B,Harapan Indah - ASMI,1.0,Non reguler BRT,57
2023-04-03 06:56:55,2023-04-03 07:38:30,B05937P,B00415P,JAK110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,Mikrotrans,42
2023-04-03 06:18:23,2023-04-03 07:08:13,B05950P,B05394P,JAK03,Lebak Bulus - Andara,1.0,Mikrotrans,50
2023-04-03 05:44:22,2023-04-03 06:11:23,B01027P,B03173P,JAK36,Cilangkap - Cililitan,0.0,Mikrotrans,27
2023-04-03 06:34:07,2023-04-03 07:30:22,P00158,P00059,M11,Pulo Gebang - Pulo Gadung 2,1.0,Reguler BRT,56
2023-04-03 05:55:55,2023-04-03 06:39:59,B02374P,B03132P,1Q,Rempoa - Blok M,1.0,Non reguler BRT,44
2023-04-03 05:21:47,2023-04-03 06:21:05,B01529P,B03015P,JAK50,Kalideres - Puri Kembangan,0.0,Mikrotrans,59
2023-04-03 06:01:58,2023-04-03 06:37:59,B02627P,B03201P,10K,Tanjung Priok - Senen via Taman BMW,0.0,Non reguler BRT,36
2023-04-03 06:08:51,2023-04-03 06:42:30,P00199,B05538P,6N,Ragunan - Blok M via Kemang,0.0,Non reguler BRT,34
2023-04-03 06:44:09,2023-04-03 07:31:55,B05324P,B02564P,JAK120,JIS - Terminal Muara Angke,1.0,Mikrotrans,48
2023-04-03 06:52:15,2023-04-03 07:30:58,P00007,P00161,5C,PGC - Juanda,0.0,Reguler BRT,39
2023-04-03 05:09:21,2023-04-03 05:33:28,B00045P,B00042P,JAK44,Andara - Stasiun Universitas Pancasila,1.0,Mikrotrans,24
2023-04-03 06:48:18,2023-04-03 07:19:39,P00024,P00079,6A,Ragunan - MH Thamrin via Kuningan,0.0,Reguler BRT,31
2023-04-03 06:27:31,2023-04-03 06:49:29,B03325P,B02848P,4F,Pinang Ranti - Pulo Gadung,0.0,Non reguler BRT,22
2023-04-03 05:04:34,2023-04-03 05:37:37,B05624P,B03314P,1P,Senen - Blok M,1.0,Non reguler BRT,33
2023-04-03 06:18:38,2023-04-03 06:49:15,B03557P,B00423P,JAK25,Kp. Rambutan - Kalisari,0.0,Mikrotrans,31
2023-04-03 06:51:49,2023-04-03 06:49:15,B05768P,P00297,B21,Bekasi Timur - Cawang,0.0,Transjabodetabek,72
2023-04-03 05:32:02,2023-04-03 06:49:15,P00259,P00001,13,Ciledug - Tendean,1.0,Reguler BRT,72
2023-04-03 05:44:46,2023-04-03 06:15:34,P00261,P00085,6B,Ragunan - MH Thamrin via Semanggi,1.0,Reguler BRT,31
2023-04-03 05:43:37,2023-04-03 06:37:36,B03899P,B00868P,JAK64,Lenteng Agung - Aseli,1.0,Mikrotrans,54
2023-04-03 05:49:59,2023-04-03 06:24:08,B05993P,B06875P,JAK88,Terminal Tanjung Priok - Ancol Barat,1.0,Mikrotrans,34
2023-04-03 05:40:05,2023-04-03 06:22:48,P00015,P00297,5B,Stasiun Tebet - BNN,0.0,Non reguler BRT,43
2023-04-03 06:29:01,2023-04-03 07:03:39,B06791P,B02495P,JAK16,Cililitan - Condet,0.0,Mikrotrans,35
2023-04-03 06:35:58,2023-04-03 07:03:39,P00081,P00087,3,Kalideres - Bundaran HI via Veteran,0.0,Reguler BRT,72
2023-04-03 05:10:56,2023-04-03 05:58:34,P00091,P00201,3,Kalideres - Bundaran HI via Veteran,1.0,Reguler BRT,48
2023-04-03 06:16:03,2023-04-03 06:48:44,B02767P,B02775P,JAK06,Kampung Rambutan - Pondok Gede,0.0,Mikrotrans,33
2023-04-03 05:26:41,2023-04-03 05:59:34,B05634P,B01677P,JAK85,Bintara - Cipinang Indah,1.0,Mikrotrans,33
2023-04-03 05:12:10,2023-04-03 06:11:45,P00164,P00024,M6,Ragunan - MH Thamrin,1.0,Reguler BRT,60
2023-04-03 05:45:16,2023-04-03 06:38:42,B03277P,P00170,3C,Rusun Kapuk Muara - Penjaringan,0.0,Tidak Diketahui,53
2023-04-03 05:05:31,2023-04-03 05:49:28,B05739P,B03396P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,Non reguler BRT,44
2023-04-03 06:17:53,2023-04-03 05:49:28,P00138,P00076,12A,Pelabuhan Kaliadem - Kota,0.0,Non reguler BRT,72
2023-04-03 05:21:58,2023-04-03 05:49:52,B01625P,B01984P,JAK39,Kalimalang - Duren Sawit,0.0,Mikrotrans,28
2023-04-03 05:52:02,2023-04-03 06:29:14,P00297,P00033,9A,PGC 2 - Grogol 2,1.0,Reguler BRT,37
2023-04-03 06:54:14,2023-04-03 07:33:15,P00074,P00088,M3,Kalideres - Bundaran HI via Veteran,0.0,Reguler BRT,39
2023-04-03 05:24:45,2023-04-03 06:19:19,B05850P,B02070P,JAK26,Rawamangun - Duren Sawit,1.0,Mikrotrans,55
2023-04-03 06:23:39,2023-04-03 07:14:05,B05680P,B00491P,9H,Blok M - Universitas Indonesia,1.0,Non reguler BRT,50
2023-04-03 06:46:42,2023-04-03 07:23:04,B00226P,B00248P,7C,Cibubur - BKN,1.0,Transjabodetabek,36
2023-04-03 06:49:22,2023-04-03 07:17:54,B00354P,B04170P,JAK42,Kampung Melayu - Pondok Kelapa,1.0,Mikrotrans,29
2023-04-03 05:19:12,2023-04-03 05:44:53,P00172,P00128,8,Lebak Bulus - Pasar Baru via Tomang,1.0,Reguler BRT,26
2023-04-03 06:32:49,2023-04-03 07:15:07,B00561P,B02959P,JAK21,Cililitan - Dwikora,0.0,Mikrotrans,42
2023-04-03 06:36:11,2023-04-03 07:34:48,B00368P,B03289P,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,Tidak Diketahui,59
2023-04-03 06:42:36,2023-04-03 07:36:10,B03824P,B03107P,JAK54,Grogol - Benhil,0.0,Mikrotrans,54
2023-04-03 05:42:19,2023-04-03 06:03:36,B06119P,B04437P,JAK80,Rawa Buaya - Rawa Kompeni,1.0,Mikrotrans,21
2023-04-03 06:35:30,2023-04-03 07:00:33,B00320P,B01259P,JAK11,Tanah Abang - Kebayoran Lama,0.0,Mikrotrans,25
2023-04-03 06:14:57,2023-04-03 06:42:22,B02274P,B01779P,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,Tidak Diketahui,27
2023-04-03 06:24:56,2023-04-03 06:42:22,B01184P,B00148P,S31,Bintaro - Fatmawati,1.0,Royal transjakarta,72
2023-04-03 06:49:23,2023-04-03 06:42:22,B06427P,B06432P,JAK23,Senen - Pisangan Baru,0.0,Mikrotrans,72
2023-04-03 05:40:25,2023-04-03 06:38:10,P00071,P00024,6V,Ragunan - Gelora Bung Karno,1.0,Reguler BRT,58
2023-04-03 06:14:47,2023-04-03 07:06:09,B00465P,B03828P,JAK50,Kalideres - Puri Kembangan,0.0,Mikrotrans,51
2023-04-03 06:51:42,2023-04-03 07:49:50,P00127,P00269,M4,Pulo Gadung 2 - Dukuh Atas 2,0.0,Reguler BRT,58
2023-04-03 05:47:24,2023-04-03 06:28:48,B03717P,B01733P,JAK46,Pasar Minggu - Jagakarsa,0.0,Mikrotrans,41
2023-04-03 05:42:47,2023-04-03 06:05:41,B00083P,B04647P,JAK17,Senen - Pulo Gadung,0.0,Mikrotrans,23
2023-04-03 06:11:41,2023-04-03 06:55:18,B02151P,B01804P,5F,Kampung Melayu - Tanah Abang,1.0,Non reguler BRT,44
2023-04-03 05:40:51,2023-04-03 06:20:08,B03368P,B05455P,JAK11,Tanah Abang - Kebayoran Lama,0.0,Mikrotrans,39
2023-04-03 05:06:26,2023-04-03 05:31:37,B01310P,B00707P,JAK112,Terminal Tanah Merah - Pulo Gadung,1.0,Mikrotrans,25
2023-04-03 05:41:50,2023-04-03 05:31:37,B00611P,B00221P,6D,Stasiun Tebet - Karet via Underpass,1.0,Non reguler BRT,72
2023-04-03 05:33:58,2023-04-03 05:58:59,B01638P,B00816P,JAK08,Roxy - Benhil,1.0,Mikrotrans,25
2023-04-03 06:08:30,2023-04-03 06:54:58,B04290P,P00145,7D,Pancoran - Kampung Rambutan,1.0,Non reguler BRT,46
2023-04-03 06:20:00,2023-04-03 06:54:54,B04287P,B04878P,JAK112,Terminal Tanah Merah - Pulo Gadung,1.0,Mikrotrans,35
2023-04-03 06:27:00,2023-04-03 07:06:16,P00270,P00169,11K,Rusun Komarudin - Penggilingan,0.0,Tidak Diketahui,39
2023-04-03 05:03:33,2023-04-03 05:54:34,B01335P,B05102P,JAK11,Tanah Abang - Kebayoran Lama,1.0,Mikrotrans,51
2023-04-03 05:06:44,2023-04-03 06:05:47,B02541P,B02470P,9D,Pasar Minggu - Tanah Abang,0.0,Non reguler BRT,59
2023-04-03 06:53:12,2023-04-03 07:35:50,B04301P,B05783P,8C,Kebayoran Lama - Tanah Abang,1.0,Non reguler BRT,43
2023-04-03 05:40:36,2023-04-03 06:05:03,B04112P,B05438P,JAK43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,Mikrotrans,24
2023-04-03 17:53:29,2023-04-03 19:19:53,P00021,P00140,5,Matraman Baru - Ancol,0.0,Reguler BRT,86
2023-04-03 17:35:45,2023-04-03 19:00:15,B03318P,P00235,6C,Stasiun Tebet - Karet via Patra Kuningan,1.0,Non reguler BRT,84
2023-04-03 17:29:04,2023-04-03 18:34:42,B02947P,B02548P,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Non reguler BRT,66
2023-04-03 16:37:53,2023-04-03 18:20:21,P00241,P00272,12,Tanjung Priok - Pluit,1.0,Reguler BRT,102
2023-04-03 16:15:42,2023-04-03 17:08:45,B00325P,B02873P,1T,Cibubur - Balai Kota,1.0,Royal transjakarta,53
2023-04-03 16:19:39,2023-04-03 17:37:59,B01567P,B02230P,JAK18,Kalibata - Kuningan,1.0,Mikrotrans,78
2023-04-03 17:48:51,2023-04-03 19:43:32,B01204P,B01493P,JAK03,Lebak Bulus - Andara,0.0,Mikrotrans,115
2023-04-03 16:59:17,2023-04-03 18:15:14,B01963P,B04686P,B14,Bekasi Barat - Kuningan,0.0,Royal transjakarta,76
2023-04-03 16:47:40,2023-04-03 17:41:19,B05642P,B01154P,1Q,Rempoa - Blok M,1.0,Non reguler BRT,54
2023-04-03 16:54:14,2023-04-03 18:17:29,B01786P,B00159P,5M,Kampung Melayu - Tanah Abang via Cikini,0.0,Non reguler BRT,83
2023-04-03 16:37:22,2023-04-03 18:36:21,B01795P,P00254,M7B,BKN - Blok M,0.0,Tidak Diketahui,119
2023-04-03 17:15:33,2023-04-03 18:21:10,P00029,P00143,9A,PGC 2 - Grogol 2,0.0,Reguler BRT,66
2023-04-03 17:41:27,2023-04-03 19:05:46,B01591P,B03539P,JAK46,Pasar Minggu - Jagakarsa,0.0,Mikrotrans,84
2023-04-03 16:10:20,2023-04-03 17:38:31,P00096,P00044,13,Ciledug - Tendean,0.0,Reguler BRT,88
2023-04-03 17:45:33,2023-04-03 19:07:15,B01792P,P00190,9E,Kebayoran Lama - Jelambar,0.0,Non reguler BRT,82
2023-04-03 17:03:35,2023-04-03 18:25:54,P00090,P00181,M9,Pinang Ranti - Pluit,0.0,Reguler BRT,82
2023-04-03 16:36:24,2023-04-03 18:09:58,B05970P,B06875P,JAK88,Terminal Tanjung Priok - Ancol Barat,1.0,Mikrotrans,94
2023-04-03 16:37:18,2023-04-03 18:12:41,B02871P,B04674P,T11,Poris Plawad - Bundaran Senayan,0.0,Transjabodetabek,95
2023-04-03 16:17:41,2023-04-03 17:32:45,B03038P,B00410P,JAK16,Cililitan - Condet,1.0,Mikrotrans,75
2023-04-03 16:02:14,2023-04-03 17:44:19,P00228,P00199,6V,Ragunan - Gelora Bung Karno,1.0,Reguler BRT,102
2023-04-03 16:01:09,2023-04-03 17:12:23,P00086,B00767P,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,Non reguler BRT,71
2023-04-03 17:26:26,2023-04-03 19:06:06,B02339P,B05706P,JAK02,Kampung Melayu - Duren Sawit,1.0,Mikrotrans,100
2023-04-03 17:14:03,2023-04-03 18:27:41,P00080,P00234,11,Pulo Gebang - Matraman,1.0,Reguler BRT,74
2023-04-03 17:08:12,2023-04-03 18:08:04,B04684P,B02008P,1C,Pesanggrahan - Blok M,1.0,Non reguler BRT,60
2023-04-03 17:03:07,2023-04-03 19:00:29,B04136P,B00192P,3B,Rusun Flamboyan - Cengkareng,1.0,Tidak Diketahui,117
2023-04-03 17:40:21,2023-04-03 18:52:02,B01680P,B03165P,R1A,Pantai Maju - Kota,1.0,Non reguler BRT,72
2023-04-03 16:21:59,2023-04-03 18:17:42,P00256,P00261,M1,Blok M - Kota,1.0,Reguler BRT,116
2023-04-03 16:18:50,2023-04-03 18:02:15,B03746P,B01965P,JAK46,Pasar Minggu - Jagakarsa,0.0,Mikrotrans,103
2023-04-03 16:24:17,2023-04-03 17:33:54,B01062P,P00247,7E,Kampung Rambutan - Ragunan,1.0,Non reguler BRT,70
2023-04-03 16:08:52,2023-04-03 17:55:09,B00113P,B05442P,1P,Senen - Blok M,1.0,Non reguler BRT,106
2023-04-03 16:35:37,2023-04-03 17:43:53,B01762P,P00029,7D,Pancoran - Kampung Rambutan,1.0,Non reguler BRT,68
2023-04-03 17:26:32,2023-04-03 18:31:36,B02840P,P00103,6H,Senen - Lebak Bulus,0.0,Non reguler BRT,65
2023-04-03 16:34:56,2023-04-03 17:26:58,B04517P,B00292P,14,Jakarta International Stadium - Senen,0.0,Non reguler BRT,52
2023-04-03 17:35:11,2023-04-03 19:13:10,B06049P,B06040P,BW9,Monas - Pantai Indah Kapuk,0.0,Tidak Diketahui,98
2023-04-03 16:47:21,2023-04-03 18:44:46,B04789P,B01745P,JIS3,Harmoni - Jakarta International Stadium,1.0,Non reguler BRT,117
2023-04-03 16:12:37,2023-04-03 18:05:18,B01786P,B02830P,5M,Kampung Melayu - Tanah Abang via Cikini,0.0,Non reguler BRT,113
2023-04-03 16:56:05,2023-04-03 18:25:34,P00037,P00192,2,Pulo Gadung - Monas,1.0,Reguler BRT,89
2023-04-03 17:53:31,2023-04-03 19:33:07,B03236P,B02620P,JAK15,Bulak Turi - Tanjung Priok,1.0,Mikrotrans,100
2023-04-03 17:00:24,2023-04-03 18:42:25,B05252P,B00079P,R1A,Pantai Maju - Kota,0.0,Non reguler BRT,102
2023-04-03 17:28:48,2023-04-03 18:24:27,B06577P,B00067P,6N,Ragunan - Blok M via Kemang,1.0,Non reguler BRT,56
2023-04-03 17:50:14,2023-04-03 18:48:10,P00059,P00169,M11,Pulo Gebang - Pulo Gadung 2,1.0,Reguler BRT,58
2023-04-03 16:25:30,2023-04-03 17:40:50,B01516P,B00173P,JAK112,Terminal Tanah Merah - Pulo Gadung,1.0,Mikrotrans,75
2023-04-03 16:26:10,2023-04-03 17:48:35,P00016,P00064,9N,Pinang Ranti - Pramuka,1.0,Reguler BRT,82
2023-04-03 17:28:19,2023-04-03 19:11:08,B04133P,B05772P,JAK43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,Mikrotrans,103
2023-04-03 17:42:48,2023-04-03 18:46:14,B04469P,B01578P,JAK42,Kampung Melayu - Pondok Kelapa,0.0,Mikrotrans,63
2023-04-03 17:10:38,2023-04-03 18:37:34,P00014,P00192,2,Pulo Gadung - Monas,1.0,Reguler BRT,87
2023-04-03 16:17:03,2023-04-03 18:12:58,P00136,P00259,13,Ciledug - Tendean,0.0,Reguler BRT,116
2023-04-03 16:53:39,2023-04-03 17:45:39,B00335P,B02141P,7P,Pondok Kelapa - BKN,0.0,Non reguler BRT,52
2023-04-03 16:20:49,2023-04-03 17:16:13,B05083P,B02227P,JAK02,Kampung Melayu - Duren Sawit,1.0,Mikrotrans,55
2023-04-03 17:20:20,2023-04-03 18:34:37,P00224,P00134,11,Pulo Gebang - Matraman,0.0,Reguler BRT,74
2023-04-03 16:33:14,2023-04-03 18:18:04,B00949P,B01079P,JAK36,Cilangkap - Cililitan,1.0,Mikrotrans,105
2023-04-03 16:45:42,2023-04-03 18:05:47,P00200,P00144,13B,Puri Beta - Pancoran Barat,0.0,Tidak Diketahui,80
2023-04-03 17:18:09,2023-04-03 18:05:47,B05416P,B02117P,1Q,Rempoa - Blok M,0.0,Non reguler BRT,72
2023-04-03 17:27:57,2023-04-03 18:30:47,B00700P,B02502P,JAK06,Kampung Rambutan - Pondok Gede,1.0,Mikrotrans,63
2023-04-03 17:08:19,2023-04-03 18:08:38,P00051,P00060,M7,Kampung Rambutan - Monas,1.0,Reguler BRT,60
2023-04-03 17:00:07,2023-04-03 18:58:18,B04940P,B03893P,JAK15,Bulak Turi - Tanjung Priok,1.0,Mikrotrans,118
2023-04-03 17:01:23,2023-04-03 18:33:10,B00611P,B05544P,T21,Palem Semi - Bundaran Senayan,0.0,Tidak Diketahui,92
2023-04-03 16:47:15,2023-04-03 18:20:01,P00008,B02805P,12A,Pelabuhan Kaliadem - Kota,1.0,Non reguler BRT,93
2023-04-03 16:47:42,2023-04-03 17:43:19,B00694P,P00256,9D,Pasar Minggu - Tanah Abang,1.0,Non reguler BRT,56
2023-04-03 16:25:06,2023-04-03 17:44:09,P00133,P00183,1,Blok M - Kota,0.0,Reguler BRT,79
2023-04-03 17:46:38,2023-04-03 19:21:38,B03286P,B02379P,3A,Rusun Pesakih - Kalideres,0.0,Tidak Diketahui,95
2023-04-03 17:16:44,2023-04-03 18:33:59,B00037P,B01272P,6N,Ragunan - Blok M via Kemang,0.0,Non reguler BRT,77
2023-04-03 17:04:05,2023-04-03 18:32:51,P00209,P00161,M8,Lebak Bulus - Pasar Baru,1.0,Reguler BRT,89
2023-04-03 16:59:14,2023-04-03 18:23:08,P00019,P00297,B21,Bekasi Timur - Cawang,0.0,Transjabodetabek,84
2023-04-03 16:49:36,2023-04-03 17:51:45,B02804P,B02489P,12A,Pelabuhan Kaliadem - Kota,0.0,Non reguler BRT,62
2023-04-03 17:54:25,2023-04-03 19:39:59,B05773P,B00325P,1T,Cibubur - Balai Kota,1.0,Royal transjakarta,106
2023-04-03 16:43:59,2023-04-03 17:55:00,B02525P,B03109P,JAK71,Kampung Rambutan - Pinang Ranti,1.0,Mikrotrans,71
2023-04-03 17:01:47,2023-04-03 17:57:21,B01704P,B06872P,JAK77,Tanjung Priok - Jembatan Item,1.0,Mikrotrans,56
2023-04-03 17:33:34,2023-04-03 19:01:52,B04625P,B00042P,JAK44,Andara - Stasiun Universitas Pancasila,1.0,Mikrotrans,88
2023-04-03 16:41:47,2023-04-03 18:39:47,B06066P,B06067P,14,Jakarta International Stadium - Senen,1.0,Non reguler BRT,118
2023-04-03 16:27:25,2023-04-03 18:13:25,B00138P,B05512P,JAK48B,Stasiun Tebet - Kampung Melayu,1.0,Mikrotrans,106
2023-04-03 17:45:02,2023-04-03 19:28:14,B02048P,B05344P,8K,Batusari - Grogol,0.0,Non reguler BRT,103
2023-04-03 16:01:12,2023-04-03 17:10:09,B02328P,B00077P,JAK19,Pinang Ranti - Kampung Rambutan,1.0,Mikrotrans,69
2023-04-03 16:27:09,2023-04-03 17:33:34,P00196,P00248,M10,PGC 2 - Tanjung Priok,0.0,Reguler BRT,66
2023-04-03 16:48:37,2023-04-03 17:44:08,P00247,P00101,10D,Kampung Rambutan - Tanjung Priok,0.0,Reguler BRT,56
2023-04-03 16:58:23,2023-04-03 18:06:36,B00154P,B03604P,JAK75,Cililitan - Kp. Pulo,1.0,Mikrotrans,68
2023-04-03 16:56:06,2023-04-03 18:54:11,P00297,B00108P,B11,Summarecon Bekasi - BNN,1.0,Transjabodetabek,118
2023-04-03 17:45:30,2023-04-03 19:41:59,B00242P,B06656P,JAK52,Terminal Kalideres - Terminal Muara Angke,1.0,Mikrotrans,116
2023-04-03 17:08:50,2023-04-03 19:05:14,B04057P,B03548P,JAK37,Cililitan - Condet via Kayu Manis,1.0,Mikrotrans,116
2023-04-03 17:02:30,2023-04-03 18:02:19,B00245P,B06579P,JAK31,Blok M - Andara,1.0,Mikrotrans,60
2023-04-03 16:28:33,2023-04-03 18:20:28,P00058,P00102,11M,Rusun Rawa Bebek - Bukit Duri,1.0,Tidak Diketahui,112
2023-04-03 16:53:33,2023-04-03 18:26:52,B06277P,B06674P,JAK43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,Mikrotrans,93
2023-04-03 17:24:59,2023-04-03 19:12:10,P00258,P00028,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Tidak Diketahui,107
2023-04-03 17:18:45,2023-04-03 18:39:12,P00174,P00102,M11,Pulo Gebang - Pulo Gadung 2,0.0,Reguler BRT,80
2023-04-03 16:34:56,2023-04-03 18:20:57,B03041P,B02808P,3B,Rusun Flamboyan - Cengkareng,1.0,Tidak Diketahui,106
2023-04-03 16:01:38,2023-04-03 17:18:23,B00391P,B02014P,8C,Kebayoran Lama - Tanah Abang,0.0,Non reguler BRT,77
2023-04-03 16:37:47,2023-04-03 17:39:25,P00195,P00014,M2,Pulo Gadung - Monas,1.0,Reguler BRT,62
2023-04-03 17:19:53,2023-04-03 18:55:14,P00013,P00146,12B,Pluit - Senen,0.0,Non reguler BRT,95
2023-04-03 17:04:13,2023-04-03 18:56:41,P00253,P00297,5D,PGC 1 - Ancol,1.0,Reguler BRT,112
2023-04-03 16:22:19,2023-04-03 18:56:41,B03153P,B05931P,9D,Pasar Minggu - Tanah Abang,0.0,Non reguler BRT,72
2023-04-03 16:51:36,2023-04-03 18:21:48,B01056P,B05728P,JAK117,Tanjung Priok - Tanah Merdeka,1.0,Mikrotrans,90
2023-04-03 17:21:54,2023-04-03 18:24:43,P00294,P00292,3H,Jelambar - Kota,1.0,Reguler BRT,63
2023-04-03 17:24:18,2023-04-03 19:14:39,B03885P,B06067P,14,Jakarta International Stadium - Senen,1.0,Non reguler BRT,110
2023-04-03 17:29:19,2023-04-03 19:14:39,B02948P,B00813P,JAK49,Lebak Bulus - Cipulir,1.0,Mikrotrans,72
2023-04-03 16:50:18,2023-04-03 18:49:20,B05464P,B04591P,JAK44,Andara - Stasiun Universitas Pancasila,1.0,Mikrotrans,119
2023-04-03 17:05:41,2023-04-03 17:56:05,B03889P,B02771P,7Q,Blok M - PGC,0.0,Non reguler BRT,50
2023-04-03 16:43:34,2023-04-03 18:08:07,B02109P,B04464P,JAK20,Cawang UKI - Lubang Buaya,1.0,Mikrotrans,85
2023-04-03 17:42:43,2023-04-03 19:38:44,B01947P,B05411P,1M,Meruya - Blok M,1.0,Non reguler BRT,116
2023-04-03 16:21:10,2023-04-03 18:15:40,B04521P,B06076P,JAK118,Taman Waduk Papanggo - Kota Tua,1.0,Mikrotrans,114
2023-04-03 16:09:59,2023-04-03 17:48:38,B04333P,B04211P,JAK36,Cilangkap - Cililitan,0.0,Mikrotrans,99
2023-04-03 16:00:24,2023-04-03 17:35:40,P00154,P00070,5C,PGC - Juanda,1.0,Reguler BRT,95
2023-04-03 17:38:25,2023-04-03 18:55:57,B02280P,B04942P,JAK27,Pulo Gebang - Rorotan,0.0,Mikrotrans,78
2023-04-03 17:48:40,2023-04-03 18:46:13,P00297,P00236,B11,Summarecon Bekasi - BNN,1.0,Transjabodetabek,58
2023-04-03 16:34:31,2023-04-03 17:41:20,B03395P,B04907P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,Non reguler BRT,67
2023-04-03 16:04:28,2023-04-03 17:21:09,B02997P,B01620P,4E,Rusun Jatinegara Kaum - Pulo Gadung,1.0,Tidak Diketahui,77
2023-04-03 17:57:30,2023-04-03 19:30:35,B04381P,B02580P,JAK13,Tanah Abang - Jembatan Lima,0.0,Mikrotrans,93
2023-04-03 16:51:41,2023-04-03 18:01:20,P00095,P00097,JIS3,Harmoni - Jakarta International Stadium,0.0,Non reguler BRT,70
2023-04-03 17:42:45,2023-04-03 18:51:59,B05825P,B00088P,JAK84,Terminal Kampung Melayu - Kapin Raya,1.0,Mikrotrans,69
2023-04-03 17:42:20,2023-04-03 18:35:11,B06668P,B03199P,2H,Rusun Jati Rawasari - Senen,0.0,Tidak Diketahui,53
2023-04-03 17:11:00,2023-04-03 18:18:26,B05924P,B04121P,JAK08,Roxy - Benhil,0.0,Mikrotrans,67
2023-04-03 17:26:20,2023-04-03 18:51:56,B00611P,B00222P,T21,Palem Semi - Bundaran Senayan,0.0,Tidak Diketahui,86
2023-04-03 16:11:18,2023-04-03 18:10:42,B02940P,B01154P,8E,Bintaro - Blok M,1.0,Non reguler BRT,119
2023-04-03 17:38:42,2023-04-03 18:40:44,B06428P,B06431P,JAK23,Senen - Pisangan Baru,0.0,Mikrotrans,62
2023-04-03 17:05:52,2023-04-03 19:00:46,P00021,P00118,5C,PGC - Juanda,1.0,Reguler BRT,115
